panel	gene	ref_id	source	assembly_accession	nuccore_accession	protein_accession	locus_tag	organism	product	location	evidence	length_nt	length_aa	multiple_of_3
k_oxytoca	qseB	qseB|WP_004105839.1|NZ_LR134333.1|EL226_RS05110	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004105839.1	EL226_RS05110	Klebsiella oxytoca NCTC 13727	quorum sensing response regulator transcription factor QseB	complement(1056629..1057288)	refseq_gene_name	660	219	True
k_oxytoca	qseB	qseB|WP_004135762.1|NZ_CP055309.1|HV306_RS03565	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_004135762.1	HV306_RS03565	Klebsiella grimontii	quorum sensing response regulator transcription factor QseB	complement(740641..741300)	species representative; ortholog by 95.9% identity to the panel allele; modal in 2/3 screened Klebsiella grimontii genomes	660	219	True
k_oxytoca	qseB	qseB|WP_142514373.1|NZ_CP119320.1|P0Y63_RS20185	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_142514373.1	P0Y63_RS20185	Klebsiella huaxiensis	quorum sensing response regulator transcription factor QseB	4223526..4224185	species representative; ortholog by 93.2% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	660	219	True
k_oxytoca	qseB	qseB|WP_004125272.1|NZ_CP073236.1|KCG39_RS14770	ncbi_refseq_auto	GCF_018139045.1	NZ_CP073236.1	WP_004125272.1	KCG39_RS14770	Klebsiella pasteurii	quorum sensing response regulator transcription factor QseB	3153017..3153676	species representative; ortholog by 95.0% identity to the panel allele; modal in 2/2 screened Klebsiella pasteurii genomes	660	219	True
k_oxytoca	qseC	qseC|WP_017145413.1|NZ_LR134333.1|EL226_RS05105	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_017145413.1	EL226_RS05105	Klebsiella oxytoca NCTC 13727	quorum sensing histidine kinase QseC	complement(1055283..1056632)	refseq_gene_name	1350	449	True
k_oxytoca	qseC	qseC|WP_049087439.1|NZ_CP055309.1|HV306_RS03560	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_049087439.1	HV306_RS03560	Klebsiella grimontii	quorum sensing histidine kinase QseC	complement(739295..740644)	species representative; ortholog by 93.5% identity to the panel allele; modal in 2/3 screened Klebsiella grimontii genomes	1350	449	True
k_oxytoca	qseC	qseC|WP_304253644.1|NZ_CP119320.1|P0Y63_RS20190	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_304253644.1	P0Y63_RS20190	Klebsiella huaxiensis	quorum sensing histidine kinase QseC	4224182..4225531	species representative; ortholog by 90.9% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	1350	449	True
k_oxytoca	qseC	qseC|WP_049113399.1|NZ_CP073236.1|KCG39_RS14775	ncbi_refseq_auto	GCF_018139045.1	NZ_CP073236.1	WP_049113399.1	KCG39_RS14775	Klebsiella pasteurii	quorum sensing histidine kinase QseC	3153673..3155022	species representative; ortholog by 93.8% identity to the panel allele; modal in 1/2 screened Klebsiella pasteurii genomes	1350	449	True
k_oxytoca	ramA	ramA|WP_004099996.1|NZ_LR134333.1|EL226_RS21445	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004099996.1	EL226_RS21445	Klebsiella oxytoca NCTC 13727	RamA family antibiotic efflux transcriptional regulator	complement(4494452..4494793)	refseq_product=RamA family antibiotic efflux transcriptional regulator	342	113	True
k_oxytoca	soxR	soxR|WP_004109476.1|NZ_LR134333.1|EL226_RS27415	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004109476.1	EL226_RS27415	Klebsiella oxytoca NCTC 13727	redox-sensitive transcriptional activator SoxR	complement(5771836..5772294)	refseq_gene_name	459	152	True
k_oxytoca	soxR	soxR|WP_004097815.1|NZ_CP055309.1|HV306_RS27675	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_004097815.1	HV306_RS27675	Klebsiella grimontii	redox-sensitive transcriptional activator SoxR	complement(5768741..5769199)	species representative; ortholog by 99.3% identity to the panel allele; modal in 3/3 screened Klebsiella grimontii genomes	459	152	True
k_oxytoca	soxR	soxR|WP_110274561.1|NZ_CP119320.1|P0Y63_RS26410	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_110274561.1	P0Y63_RS26410	Klebsiella huaxiensis	redox-sensitive transcriptional activator SoxR	5531492..5531950	species representative; ortholog by 98.7% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	459	152	True
k_oxytoca	soxS	soxS|WP_004109478.1|NZ_LR134333.1|EL226_RS27420	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004109478.1	EL226_RS27420	Klebsiella oxytoca NCTC 13727	superoxide response transcriptional regulator SoxS	5772379..5772708	refseq_gene_name	330	109	True
k_oxytoca	soxS	soxS|WP_004097813.1|NZ_CP055309.1|HV306_RS27680	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_004097813.1	HV306_RS27680	Klebsiella grimontii	superoxide response transcriptional regulator SoxS	5769284..5769613	species representative; ortholog by 97.2% identity to the panel allele; modal in 3/3 screened Klebsiella grimontii genomes	330	109	True
k_oxytoca	soxS	soxS|WP_110274562.1|NZ_CP119320.1|P0Y63_RS26405	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_110274562.1	P0Y63_RS26405	Klebsiella huaxiensis	superoxide response transcriptional regulator SoxS	complement(5531078..5531407)	species representative; ortholog by 96.3% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	330	109	True
k_oxytoca	tolC	tolC|WP_004105860.1|NZ_LR134333.1|EL226_RS05065	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004105860.1	EL226_RS05065	Klebsiella oxytoca NCTC 13727	outer membrane channel protein TolC	complement(1048099..1049547)	refseq_gene_name	1449	482	True
k_oxytoca	tolC	tolC|WP_024358679.1|NZ_CP055309.1|HV306_RS03500	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_024358679.1	HV306_RS03500	Klebsiella grimontii	outer membrane channel protein TolC	complement(726673..728121)	species representative; ortholog by 96.7% identity to the panel allele; modal in 2/3 screened Klebsiella grimontii genomes	1449	482	True
k_oxytoca	tolC	tolC|WP_304253649.1|NZ_CP119320.1|P0Y63_RS20230	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_304253649.1	P0Y63_RS20230	Klebsiella huaxiensis	outer membrane channel protein TolC	4231277..4232731	species representative; ortholog by 97.1% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	1455	484	True
k_oxytoca	tolC	tolC|WP_004125302.1|NZ_CP073236.1|KCG39_RS14815	ncbi_refseq_auto	GCF_018139045.1	NZ_CP073236.1	WP_004125302.1	KCG39_RS14815	Klebsiella pasteurii	outer membrane channel protein TolC	3160757..3162205	species representative; ortholog by 96.3% identity to the panel allele; modal in 1/2 screened Klebsiella pasteurii genomes	1449	482	True
k_oxytoca	tonB	tonB|WP_016808819.1|NZ_LR134333.1|EL226_RS12790	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_016808819.1	EL226_RS12790	Klebsiella oxytoca NCTC 13727	TonB system transport protein TonB	2685401..2686138	refseq_gene_name	738	245	True
k_oxytoca	tonB	tonB|WP_217993227.1|NZ_CP169721.1|ACE3MN_RS10850	ncbi_refseq_auto	GCF_042137965.1	NZ_CP169721.1	WP_217993227.1	ACE3MN_RS10850	Klebsiella grimontii	TonB system transport protein TonB	2291351..2292079	species representative; ortholog by 94.6% identity to the panel allele; modal in 1/3 screened Klebsiella grimontii genomes	729	242	True
k_oxytoca	tonB	tonB|WP_112213402.1|NZ_CP119320.1|P0Y63_RS11870	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_112213402.1	P0Y63_RS11870	Klebsiella huaxiensis	TonB system transport protein TonB	complement(2466912..2467637)	species representative; ortholog by 95.4% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	726	241	True
k_oxytoca	tonB	tonB|WP_004121685.1|NZ_CP073236.1|KCG39_RS07540	ncbi_refseq_auto	GCF_018139045.1	NZ_CP073236.1	WP_004121685.1	KCG39_RS07540	Klebsiella pasteurii	TonB system transport protein TonB	complement(1592673..1593401)	species representative; ortholog by 95.0% identity to the panel allele; modal in 1/2 screened Klebsiella pasteurii genomes	729	242	True
k_oxytoca	ugd	ugd|WP_004103677.1|NZ_LR134333.1|EL226_RS11035	ncbi_refseq_auto	GCF_900636985.1	NZ_LR134333.1	WP_004103677.1	EL226_RS11035	Klebsiella oxytoca NCTC 13727	UDP-glucose 6-dehydrogenase	2305406..2306572	refseq_gene_name	1167	388	True
k_oxytoca	ugd	ugd|WP_004122472.1|NZ_CP055309.1|HV306_RS10275	ncbi_refseq_auto	GCF_013606065.1	NZ_CP055309.1	WP_004122472.1	HV306_RS10275	Klebsiella grimontii	UDP-glucose 6-dehydrogenase	2131150..2132316	species representative; ortholog by 99.5% identity to the panel allele; modal in 2/3 screened Klebsiella grimontii genomes	1167	388	True
k_oxytoca	ugd	ugd|WP_182207294.1|NZ_CP119320.1|P0Y63_RS13940	ncbi_refseq_auto	GCF_029202365.1	NZ_CP119320.1	WP_182207294.1	P0Y63_RS13940	Klebsiella huaxiensis	UDP-glucose 6-dehydrogenase	complement(2896261..2897427)	species representative; ortholog by 99.0% identity to the panel allele; modal in 1/1 screened Klebsiella huaxiensis genomes	1167	388	True
k_oxytoca	ugd	ugd|WP_112167161.1|NZ_CP073236.1|KCG39_RS09370	ncbi_refseq_auto	GCF_018139045.1	NZ_CP073236.1	WP_112167161.1	KCG39_RS09370	Klebsiella pasteurii	UDP-glucose 6-dehydrogenase	complement(1990187..1991353)	species representative; ortholog by 99.2% identity to the panel allele; modal in 1/2 screened Klebsiella pasteurii genomes	1167	388	True
k_pneumoniae	acrA	acrA|WP_004147376.1|NZ_CP040993.1|FIU12_RS12635	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004147376.1	FIU12_RS12635	Klebsiella pneumoniae FDAARGOS_775	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	complement(2541484..2542677)	refseq_gene_name	1194	397	True
k_pneumoniae	acrA	acrA|WP_023288645.1|NZ_CP083633.1|LA349_RS18835	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023288645.1	LA349_RS18835	Klebsiella quasipneumoniae	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	complement(3925762..3926955)	species representative; ortholog by 99.0% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	1194	397	True
k_pneumoniae	acrA	acrA|WP_040973691.1|NZ_CP010523.2|SP68_RS19730	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_040973691.1	SP68_RS19730	Klebsiella variicola	multidrug efflux RND transporter periplasmic adaptor subunit AcrA	4210579..4211772	species representative; ortholog by 98.7% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	1194	397	True
k_pneumoniae	acrB	acrB|WP_004147373.1|NZ_CP040993.1|FIU12_RS12630	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004147373.1	FIU12_RS12630	Klebsiella pneumoniae FDAARGOS_775	multidrug efflux RND transporter permease subunit AcrB	complement(2538315..2541461)	refseq_gene_name	3147	1048	True
k_pneumoniae	acrB	acrB|WP_044521296.1|NZ_CP083633.1|LA349_RS18830	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044521296.1	LA349_RS18830	Klebsiella quasipneumoniae	multidrug efflux RND transporter permease subunit AcrB	complement(3922593..3925739)	species representative; ortholog by 99.0% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	3147	1048	True
k_pneumoniae	acrB	acrB|WP_008805437.1|NZ_CP010523.2|SP68_RS19735	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008805437.1	SP68_RS19735	Klebsiella variicola	multidrug efflux RND transporter permease subunit AcrB	4211795..4214941	species representative; ortholog by 99.6% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	3147	1048	True
k_pneumoniae	acrD	acrD|WP_032443970.1|NZ_CP040993.1|FIU12_RS24890	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_032443970.1	FIU12_RS24890	Klebsiella pneumoniae FDAARGOS_775	multidrug efflux RND transporter permease AcrD	5104596..5107709	refseq_gene_name	3114	1037	True
k_pneumoniae	acrD	acrD|WP_044524325.1|NZ_CP083633.1|LA349_RS06025	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044524325.1	LA349_RS06025	Klebsiella quasipneumoniae	multidrug efflux RND transporter permease AcrD	1264457..1267570	species representative; ortholog by 99.0% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	3114	1037	True
k_pneumoniae	acrD	acrD|WP_022064634.1|NZ_CP010523.2|SP68_RS06620	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_022064634.1	SP68_RS06620	Klebsiella variicola	multidrug efflux RND transporter permease AcrD	complement(1384719..1387832)	species representative; ortholog by 99.0% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	3114	1037	True
k_pneumoniae	acrR	acrR|WP_002892080.1|NZ_CP040993.1|FIU12_RS12640	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002892080.1	FIU12_RS12640	Klebsiella pneumoniae FDAARGOS_775	multidrug efflux transporter transcriptional repressor AcrR	2542820..2543470	refseq_gene_name	651	216	True
k_pneumoniae	acrR	acrR|WP_023288646.1|NZ_CP083633.1|LA349_RS18840	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023288646.1	LA349_RS18840	Klebsiella quasipneumoniae	multidrug efflux transporter transcriptional repressor AcrR	3927098..3927748	species representative; ortholog by 98.6% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	651	216	True
k_pneumoniae	acrR	acrR|WP_008805439.1|NZ_CP010523.2|SP68_RS19725	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008805439.1	SP68_RS19725	Klebsiella variicola	multidrug efflux transporter transcriptional repressor AcrR	complement(4209786..4210436)	species representative; ortholog by 99.5% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	651	216	True
k_pneumoniae	ampD	ampD|WP_002888692.1|NZ_CP040993.1|FIU12_RS10780	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002888692.1	FIU12_RS10780	Klebsiella pneumoniae FDAARGOS_775	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	2167950..2168513	refseq_gene_name	564	187	True
k_pneumoniae	ampD	ampD|WP_023291992.1|NZ_CP083633.1|LA349_RS17115	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023291992.1	LA349_RS17115	Klebsiella quasipneumoniae	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	3567912..3568475	species representative; ortholog by 95.7% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	564	187	True
k_pneumoniae	ampD	ampD|WP_012968932.1|NZ_CP010523.2|SP68_RS21400	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_012968932.1	SP68_RS21400	Klebsiella variicola	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	complement(4565983..4566546)	species representative; ortholog by 95.7% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	564	187	True
k_pneumoniae	ampG	ampG|WP_004144673.1|NZ_CP040993.1|FIU12_RS12375	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004144673.1	FIU12_RS12375	Klebsiella pneumoniae FDAARGOS_775	muropeptide MFS transporter AmpG	complement(2489165..2490640)	refseq_gene_name	1476	491	True
k_pneumoniae	ampG	ampG|WP_032453853.1|NZ_CP083633.1|LA349_RS18580	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_032453853.1	LA349_RS18580	Klebsiella quasipneumoniae	muropeptide MFS transporter AmpG	complement(3873407..3874882)	species representative; ortholog by 97.8% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	1476	491	True
k_pneumoniae	ampG	ampG|WP_012542689.1|NZ_CP010523.2|SP68_RS19980	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_012542689.1	SP68_RS19980	Klebsiella variicola	muropeptide MFS transporter AmpG	4262639..4264114	species representative; ortholog by 98.2% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	1476	491	True
k_pneumoniae	arnA	arnA|WP_004150093.1|NZ_CP040993.1|FIU12_RS04950	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004150093.1	FIU12_RS04950	Klebsiella pneumoniae FDAARGOS_775	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	complement(940899..942884)	refseq_gene_name	1986	661	True
k_pneumoniae	arnA	arnA|WP_044524987.1|NZ_CP083633.1|LA349_RS11505	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044524987.1	LA349_RS11505	Klebsiella quasipneumoniae	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	complement(2345402..2347387)	species representative; ortholog by 97.1% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	1986	661	True
k_pneumoniae	arnA	arnA|WP_040968931.1|NZ_CP010523.2|SP68_RS01330	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_040968931.1	SP68_RS01330	Klebsiella variicola	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	297585..299570	species representative; ortholog by 97.6% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	1986	661	True
k_pneumoniae	arnB	arnB|WP_002921037.1|NZ_CP040993.1|FIU12_RS04960	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002921037.1	FIU12_RS04960	Klebsiella pneumoniae FDAARGOS_775	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	complement(943866..945005)	refseq_gene_name	1140	379	True
k_pneumoniae	arnB	arnB|WP_044524989.1|NZ_CP083633.1|LA349_RS11515	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044524989.1	LA349_RS11515	Klebsiella quasipneumoniae	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	complement(2348369..2349508)	species representative; ortholog by 96.8% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	1140	379	True
k_pneumoniae	arnB	arnB|WP_012540377.1|NZ_CP010523.2|SP68_RS01320	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_012540377.1	SP68_RS01320	Klebsiella variicola	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	295464..296603	species representative; ortholog by 98.7% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	1140	379	True
k_pneumoniae	arnC	arnC|WP_002921035.1|NZ_CP040993.1|FIU12_RS04955	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002921035.1	FIU12_RS04955	Klebsiella pneumoniae FDAARGOS_775	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	complement(942881..943864)	refseq_gene_name	984	327	True
k_pneumoniae	arnC	arnC|WP_044524988.1|NZ_CP083633.1|LA349_RS11510	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044524988.1	LA349_RS11510	Klebsiella quasipneumoniae	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	complement(2347384..2348367)	species representative; ortholog by 98.8% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	984	327	True
k_pneumoniae	arnC	arnC|WP_008806952.1|NZ_CP010523.2|SP68_RS01325	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008806952.1	SP68_RS01325	Klebsiella variicola	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	296605..297588	species representative; ortholog by 98.8% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	984	327	True
k_pneumoniae	arnD	arnD|WP_004188275.1|NZ_CP040993.1|FIU12_RS04945	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004188275.1	FIU12_RS04945	Klebsiella pneumoniae FDAARGOS_775	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	complement(940000..940902)	refseq_gene_name	903	300	True
k_pneumoniae	arnD	arnD|WP_044524986.1|NZ_CP083633.1|LA349_RS11500	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_044524986.1	LA349_RS11500	Klebsiella quasipneumoniae	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	complement(2344503..2345405)	species representative; ortholog by 98.0% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	903	300	True
k_pneumoniae	arnD	arnD|WP_008806954.1|NZ_CP010523.2|SP68_RS01335	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008806954.1	SP68_RS01335	Klebsiella variicola	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	299567..300469	species representative; ortholog by 98.3% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	903	300	True
k_pneumoniae	arnE	arnE|WP_002920864.1|NZ_CP040993.1|FIU12_RS04935	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002920864.1	FIU12_RS04935	Klebsiella pneumoniae FDAARGOS_775	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	complement(938010..938348)	refseq_gene_name	339	112	True
k_pneumoniae	arnE	arnE|WP_023291259.1|NZ_CP083633.1|LA349_RS11490	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023291259.1	LA349_RS11490	Klebsiella quasipneumoniae	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	complement(2342513..2342851)	species representative; ortholog by 97.3% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	339	112	True
k_pneumoniae	arnE	arnE|WP_008806956.1|NZ_CP010523.2|SP68_RS01345	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008806956.1	SP68_RS01345	Klebsiella variicola	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE	302121..302459	species representative; ortholog by 99.1% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	339	112	True
k_pneumoniae	arnF	arnF|WP_002920863.1|NZ_CP040993.1|FIU12_RS04930	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_002920863.1	FIU12_RS04930	Klebsiella pneumoniae FDAARGOS_775	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	complement(937630..938010)	refseq_gene_name	381	126	True
k_pneumoniae	arnF	arnF|WP_032454284.1|NZ_CP083633.1|LA349_RS11485	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_032454284.1	LA349_RS11485	Klebsiella quasipneumoniae	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	complement(2342133..2342513)	species representative; ortholog by 94.4% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	381	126	True
k_pneumoniae	arnF	arnF|WP_008806957.1|NZ_CP010523.2|SP68_RS01350	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008806957.1	SP68_RS01350	Klebsiella variicola	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	302459..302839	species representative; ortholog by 97.6% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	381	126	True
k_pneumoniae	arnT	arnT|WP_021469880.1|NZ_CP040993.1|FIU12_RS04940	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_021469880.1	FIU12_RS04940	Klebsiella pneumoniae FDAARGOS_775	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	complement(938345..940000)	refseq_gene_name	1656	551	True
k_pneumoniae	arnT	arnT|WP_023291260.1|NZ_CP083633.1|LA349_RS11495	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023291260.1	LA349_RS11495	Klebsiella quasipneumoniae	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	complement(2342848..2344503)	species representative; ortholog by 97.6% identity to the panel allele; modal in 2/3 screened Klebsiella quasipneumoniae genomes	1656	551	True
k_pneumoniae	arnT	arnT|WP_016161920.1|NZ_CP010523.2|SP68_RS01340	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_016161920.1	SP68_RS01340	Klebsiella variicola	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	300469..302124	species representative; ortholog by 98.0% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	1656	551	True
k_pneumoniae	cirA	cirA|WP_032443975.1|NZ_CP040993.1|FIU12_RS23815	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_032443975.1	FIU12_RS23815	Klebsiella pneumoniae FDAARGOS_775	catecholate siderophore receptor CirA	complement(4876930..4878903)	refseq_gene_name	1974	657	True
k_pneumoniae	cirA	cirA|WP_023290446.1|NZ_CP083633.1|LA349_RS04950	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023290446.1	LA349_RS04950	Klebsiella quasipneumoniae	catecholate siderophore receptor CirA	complement(1027408..1029381)	species representative; ortholog by 98.0% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	1974	657	True
k_pneumoniae	cirA	cirA|WP_016161549.1|NZ_CP010523.2|SP68_RS07800	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_016161549.1	SP68_RS07800	Klebsiella variicola	catecholate siderophore receptor CirA	1637158..1639131	species representative; ortholog by 98.0% identity to the panel allele; modal in 3/4 screened Klebsiella variicola genomes	1974	657	True
k_pneumoniae	dacB	dacB|WP_004149937.1|NZ_CP040993.1|FIU12_RS03595	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_004149937.1	FIU12_RS03595	Klebsiella pneumoniae FDAARGOS_775	serine-type D-Ala-D-Ala carboxypeptidase	687118..688551	refseq_gene_name	1434	477	True
k_pneumoniae	dacB	dacB|WP_023291122.1|NZ_CP083633.1|LA349_RS10140	ncbi_refseq_auto	GCF_020099175.1	NZ_CP083633.1	WP_023291122.1	LA349_RS10140	Klebsiella quasipneumoniae	serine-type D-Ala-D-Ala carboxypeptidase	2083836..2085269	species representative; ortholog by 98.7% identity to the panel allele; modal in 3/3 screened Klebsiella quasipneumoniae genomes	1434	477	True
k_pneumoniae	dacB	dacB|WP_008806640.1|NZ_CP010523.2|SP68_RS02590	ncbi_refseq_auto	GCF_000828055.2	NZ_CP010523.2	WP_008806640.1	SP68_RS02590	Klebsiella variicola	serine-type D-Ala-D-Ala carboxypeptidase	complement(545885..547318)	species representative; ortholog by 99.0% identity to the panel allele; modal in 4/4 screened Klebsiella variicola genomes	1434	477	True
k_pneumoniae	emrA	emrA|WP_025862145.1|NZ_CP040993.1|FIU12_RS00440	ncbi_refseq_auto	GCF_006364295.1	NZ_CP040993.1	WP_025862145.1	FIU12_RS00440	Klebsiella pneumoniae FDAARGOS_775	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	50464..51636	refseq_gene_name	1173	390	True
